query,documentUrl,documentId,rootId,documentNumber,contentType,contentLength,extractionDate,path
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0134244bcbce6b112d6fd1a829e81f9b29c85ea4703ca1d2c8ca0a03e3402fc5a08bc2887bdded773fe72ea026e2fbfa/ce0b5794a1202bc1ce995a7e1b709568ea1e03a74f9a2af1d2a530948366422ee41d9c8ab245585a05219f56c65da25d,0134244bcbce6b112d6fd1a829e81f9b29c85ea4703ca1d2c8ca0a03e3402fc5a08bc2887bdded773fe72ea026e2fbfa,ce0b5794a1202bc1ce995a7e1b709568ea1e03a74f9a2af1d2a530948366422ee41d9c8ab245585a05219f56c65da25d,10,application/pdf,-1,2021-02-17T14:44:15.579+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005682.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0156fe3787d117b1d967602bf011c0ba939b7a6187352e63abf374c2bbd05cad1478bd8ed83ea7bd0f49e89111ea584f/e272d629a87490923ba94c863edf73a3d57828a5d5c0a4f0869ed240eeca2dfd206f114a66c87d6b4bf3081fc1ce2208,0156fe3787d117b1d967602bf011c0ba939b7a6187352e63abf374c2bbd05cad1478bd8ed83ea7bd0f49e89111ea584f,e272d629a87490923ba94c863edf73a3d57828a5d5c0a4f0869ed240eeca2dfd206f114a66c87d6b4bf3081fc1ce2208,11,application/pdf,-1,2021-02-17T14:44:37.693+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00006323.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/015c8d38589b83e87333d2d293c29914b105683df864bf8452b878e99eed7e8f9487ce1123bf9c826861b7022a09ddbe/25f512dbb79307cb6cd9d0d023512ca5a21eb8091757896126569c05af1c9bff01e8cea5e29a639f76f2a55b999d3c09,015c8d38589b83e87333d2d293c29914b105683df864bf8452b878e99eed7e8f9487ce1123bf9c826861b7022a09ddbe,25f512dbb79307cb6cd9d0d023512ca5a21eb8091757896126569c05af1c9bff01e8cea5e29a639f76f2a55b999d3c09,12,application/pdf,-1,2021-02-17T14:43:58.892+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00003368.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/01ebc817edb035afe43f6a54504b3f94b77cddc09f853bd9e7c0d43e054ec5ba7a5bee6b8ab1492b3c8917ebe9645607/c58d5b1624c59fdbfc471311594e07f0967f73ce07954e4a5a383390dd0353a8731766e0cd17c34f794e99b1a3f8b2e7,01ebc817edb035afe43f6a54504b3f94b77cddc09f853bd9e7c0d43e054ec5ba7a5bee6b8ab1492b3c8917ebe9645607,c58d5b1624c59fdbfc471311594e07f0967f73ce07954e4a5a383390dd0353a8731766e0cd17c34f794e99b1a3f8b2e7,13,application/pdf,-1,2021-02-17T14:43:35.788+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005395.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/01f4103b35f8af102b74a21b372aedf370d4e1812dc6cc82b2cf95d480d1b8a48885d775f3b10a2287243d0bc595fe93/0910aa3ccca90c5542662e6d38ca80631d70fa5d132bb783b8698b5caef61906a881b60e19a45c0304552169dc1e8fbf,01f4103b35f8af102b74a21b372aedf370d4e1812dc6cc82b2cf95d480d1b8a48885d775f3b10a2287243d0bc595fe93,0910aa3ccca90c5542662e6d38ca80631d70fa5d132bb783b8698b5caef61906a881b60e19a45c0304552169dc1e8fbf,14,application/pdf,-1,2021-02-17T14:45:04.728+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005987.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/02117af7e796d2a0c62df286524a249a1bcef65ce8d874306054fa52fdfbe94ed36c9544053c5bc86b4c7526ae002716/d2e7e03d32b10014e27397572c0ccd9e2c1b3965ce2a8a355357f235cf5dfa0dd2326411ff792f4464724e585dfbc94f,02117af7e796d2a0c62df286524a249a1bcef65ce8d874306054fa52fdfbe94ed36c9544053c5bc86b4c7526ae002716,d2e7e03d32b10014e27397572c0ccd9e2c1b3965ce2a8a355357f235cf5dfa0dd2326411ff792f4464724e585dfbc94f,15,application/pdf,-1,2021-02-17T14:43:57.749+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00002320.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/021fd19e0270b4f4d3225d60019d00d97c917b1256e5740e9bdbd5fbc8638d50e6cbe1bbaa1ac4d645aa95e8e81653c0/27350d4efaf8b7dbdb71857947283918947c4df9e09c0b6bff9df546003fbdeb3752b5f53b7191374cf50335922587e2,021fd19e0270b4f4d3225d60019d00d97c917b1256e5740e9bdbd5fbc8638d50e6cbe1bbaa1ac4d645aa95e8e81653c0,27350d4efaf8b7dbdb71857947283918947c4df9e09c0b6bff9df546003fbdeb3752b5f53b7191374cf50335922587e2,16,application/pdf,-1,2021-02-17T14:44:39.608+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00000868.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0227b16d8a29b04af4884fb252058ccdd0c82957e53a658eddc9e83c55236e3770e6250d1e60cc4d297ac53e3a649d1d/586e2b103dcff6115621de49c1ef14f01a9bd267f58f5abdc04fe666eb7ddf09fcef4a822b175fcd8453d4997c90c7c4,0227b16d8a29b04af4884fb252058ccdd0c82957e53a658eddc9e83c55236e3770e6250d1e60cc4d297ac53e3a649d1d,586e2b103dcff6115621de49c1ef14f01a9bd267f58f5abdc04fe666eb7ddf09fcef4a822b175fcd8453d4997c90c7c4,17,application/pdf,-1,2021-02-17T14:43:43.497+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00000335.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/024234af061627a4833d35c84495b0457485cbd3a8e506e6d314a142f26f02153d08ff253dec643102bcb38d5aa281b2/a9983ab75359474f6e6aee241c8ee91ef8571b3ee6a6e8cceec54b45e28183eb8910c5d3fc9c4acdc823a697ad39cc2c,024234af061627a4833d35c84495b0457485cbd3a8e506e6d314a142f26f02153d08ff253dec643102bcb38d5aa281b2,a9983ab75359474f6e6aee241c8ee91ef8571b3ee6a6e8cceec54b45e28183eb8910c5d3fc9c4acdc823a697ad39cc2c,18,application/pdf,-1,2021-02-17T14:44:41.709+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005540.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/027cf742e0506a36b08be601bf8b13c5c7a819d943988f2882123be7dfd0ea1867c80accf8e81f4b2b11e0be8604763c/f1e4e331f01e4782bdc84a439c6893abb50bca78d25b3a76d68385fa783400d376189ea2d995539ec07012aadd5acbde,027cf742e0506a36b08be601bf8b13c5c7a819d943988f2882123be7dfd0ea1867c80accf8e81f4b2b11e0be8604763c,f1e4e331f01e4782bdc84a439c6893abb50bca78d25b3a76d68385fa783400d376189ea2d995539ec07012aadd5acbde,19,application/pdf,-1,2021-02-17T14:43:49.345+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00003923.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0306d7b74b971735ba5879e1a9b9b5a31582d633f3b0ba662605c993e4542f28fd51b6fad9cc5f9718e329f69134b16d/0306d7b74b971735ba5879e1a9b9b5a31582d633f3b0ba662605c993e4542f28fd51b6fad9cc5f9718e329f69134b16d,0306d7b74b971735ba5879e1a9b9b5a31582d633f3b0ba662605c993e4542f28fd51b6fad9cc5f9718e329f69134b16d,0306d7b74b971735ba5879e1a9b9b5a31582d633f3b0ba662605c993e4542f28fd51b6fad9cc5f9718e329f69134b16d,20,application/pdf,283165,2021-02-17T14:51:19.724+01:00,/home/pirhoo/Datashare/00MR/pg_0209.pdf
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/030c1a6afa77b8c3fc91021b6d33a92386f90a538a6b714b2c1b20b6da01618d3934c79812d050bc1a4a813b7edb59aa/030c1a6afa77b8c3fc91021b6d33a92386f90a538a6b714b2c1b20b6da01618d3934c79812d050bc1a4a813b7edb59aa,030c1a6afa77b8c3fc91021b6d33a92386f90a538a6b714b2c1b20b6da01618d3934c79812d050bc1a4a813b7edb59aa,030c1a6afa77b8c3fc91021b6d33a92386f90a538a6b714b2c1b20b6da01618d3934c79812d050bc1a4a813b7edb59aa,21,application/pdf,49246,2021-02-17T14:51:19.029+01:00,/home/pirhoo/Datashare/00MR/pg_0143.pdf
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0315c73c7cb4fe0bee334270f51518d0a86e46af5106c9f20cf60f27e6277dbe5eadc5a9ae8ed9e8a65a489939fb93b0/1f3eaf781fb831fde7cf6f1dbc96bf2b80ea79eafe3140e8d2c938d5a3b6599d17f14d01eb995dfe93e96fc20808db5f,0315c73c7cb4fe0bee334270f51518d0a86e46af5106c9f20cf60f27e6277dbe5eadc5a9ae8ed9e8a65a489939fb93b0,1f3eaf781fb831fde7cf6f1dbc96bf2b80ea79eafe3140e8d2c938d5a3b6599d17f14d01eb995dfe93e96fc20808db5f,22,application/pdf,-1,2021-02-17T14:43:12.021+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00000900.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0326c3b89b72eefd20eb95863d8f4f4ad534305659eaa3bcb260757d56adbe68f4703695b5edf1af38481e6196a451c5/0326c3b89b72eefd20eb95863d8f4f4ad534305659eaa3bcb260757d56adbe68f4703695b5edf1af38481e6196a451c5,0326c3b89b72eefd20eb95863d8f4f4ad534305659eaa3bcb260757d56adbe68f4703695b5edf1af38481e6196a451c5,0326c3b89b72eefd20eb95863d8f4f4ad534305659eaa3bcb260757d56adbe68f4703695b5edf1af38481e6196a451c5,23,application/pdf,340462,2021-02-17T14:51:19.693+01:00,/home/pirhoo/Datashare/00MR/pg_0323.pdf
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/033ed6f43857b0aadff9706fd93ddf12984faeeb1248b61b62a9034a36eddb94546e588cdc3406fe59a0f72c2fffe017/2b272f5cce58235d16f2dc360cca7745024a6a37ab6533aee7312f3fc5edc61ad92bbab87ca24f887a48548e431736bd,033ed6f43857b0aadff9706fd93ddf12984faeeb1248b61b62a9034a36eddb94546e588cdc3406fe59a0f72c2fffe017,2b272f5cce58235d16f2dc360cca7745024a6a37ab6533aee7312f3fc5edc61ad92bbab87ca24f887a48548e431736bd,24,application/pdf,-1,2021-02-17T14:44:12.021+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00006740.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/035ade7ff891cd2f17d061cb7fbec2281d527e737b198bacd4788041a867ec830d91b8e82ee824f2e79ee80545a5f525/5b8fce4ea0c81493e266205e344cded6ee99665b1f5270318ed8b9fb0e903b03dc55d57fac1f0b0a4c4304492cd6f80e,035ade7ff891cd2f17d061cb7fbec2281d527e737b198bacd4788041a867ec830d91b8e82ee824f2e79ee80545a5f525,5b8fce4ea0c81493e266205e344cded6ee99665b1f5270318ed8b9fb0e903b03dc55d57fac1f0b0a4c4304492cd6f80e,25,application/pdf,-1,2021-02-17T14:43:23.723+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00000829.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/036aaf75772a8726d04f60ff133f1bd590e261bfe0afe3161a43e111e54d1416e2fbc323079915d399b703f78ee3acdf/8d6ae6f45f449353219f78e7a37ec4609149da0fcba9fb6e8e80803482c25db1d9a81bc4e17bdd3781469ef6738f5252,036aaf75772a8726d04f60ff133f1bd590e261bfe0afe3161a43e111e54d1416e2fbc323079915d399b703f78ee3acdf,8d6ae6f45f449353219f78e7a37ec4609149da0fcba9fb6e8e80803482c25db1d9a81bc4e17bdd3781469ef6738f5252,26,application/pdf,-1,2021-02-17T14:44:19.356+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005194.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0372ab5358fbc9db2a34ffb36b676c7a74c124a2b208ec8130c7cf30842587420a7da0989e3def80e372b0da31fd6727/008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,0372ab5358fbc9db2a34ffb36b676c7a74c124a2b208ec8130c7cf30842587420a7da0989e3def80e372b0da31fd6727,008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,27,application/pdf,-1,2021-02-17T14:43:47.646+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005957.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/03a5d340b6c84faf5d4c816ff813b458870859e93735f4f0197b8ec2d082e882d931f20b5dbefd2181a2dd0825c14811/612c01ef5ec3cce51ce1024eb71599348aacf1cc4a0fd41b09a4f362ae0eddfc090d3fa9e952f577a60af06bcd551f1a,03a5d340b6c84faf5d4c816ff813b458870859e93735f4f0197b8ec2d082e882d931f20b5dbefd2181a2dd0825c14811,612c01ef5ec3cce51ce1024eb71599348aacf1cc4a0fd41b09a4f362ae0eddfc090d3fa9e952f577a60af06bcd551f1a,28,application/pdf,-1,2021-02-17T14:44:33.458+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00006381.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/03a7f621e662bbb2bf45a1384c456dd47e278a699b2d055fcbb4ca19bae73b65c2e51f1cc3db67ba005c45f4b3773fd4/87538eef29f5cbcc413d9eb67220f7920207a75ac33dd1f9d8f416a4d7989c9c7861b9f55122703993819cabb2ed0b2b,03a7f621e662bbb2bf45a1384c456dd47e278a699b2d055fcbb4ca19bae73b65c2e51f1cc3db67ba005c45f4b3773fd4,87538eef29f5cbcc413d9eb67220f7920207a75ac33dd1f9d8f416a4d7989c9c7861b9f55122703993819cabb2ed0b2b,29,application/pdf,-1,2021-02-17T14:43:41.390+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00001182.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/03d9e09fb9c8f47f26a8b6125cde6f121dbc5bd90e1cd98adca4c91ee3d1b3b91420bfa6020ae152e8bbe1516ff93602/03d9e09fb9c8f47f26a8b6125cde6f121dbc5bd90e1cd98adca4c91ee3d1b3b91420bfa6020ae152e8bbe1516ff93602,03d9e09fb9c8f47f26a8b6125cde6f121dbc5bd90e1cd98adca4c91ee3d1b3b91420bfa6020ae152e8bbe1516ff93602,03d9e09fb9c8f47f26a8b6125cde6f121dbc5bd90e1cd98adca4c91ee3d1b3b91420bfa6020ae152e8bbe1516ff93602,30,application/pdf,350127,2021-02-17T14:51:19.666+01:00,/home/pirhoo/Datashare/00MR/pg_0053.pdf
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/03dc61bd315b7b984cbf5cc7fc2aaa5a541f2305f07be140da4a5f6ea0d2301d42ea6fc442ab1540ae8a6f4b53f5cd68/cade33dbb3c879de6ea9736588952199a8c81c9cf97626b25e55c794e5eb7d0bd9fcebb9c19d7f3dc2cd6961b66a2430,03dc61bd315b7b984cbf5cc7fc2aaa5a541f2305f07be140da4a5f6ea0d2301d42ea6fc442ab1540ae8a6f4b53f5cd68,cade33dbb3c879de6ea9736588952199a8c81c9cf97626b25e55c794e5eb7d0bd9fcebb9c19d7f3dc2cd6961b66a2430,31,application/pdf,54276,2021-02-17T14:44:52.185+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00004971.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/03eda7852f15c97c90da7faa82f3eee6c4fa84ac2c86604c5070f7aa998acac23025caff0719674d1d7b4c93e2e23081/008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,03eda7852f15c97c90da7faa82f3eee6c4fa84ac2c86604c5070f7aa998acac23025caff0719674d1d7b4c93e2e23081,008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,32,application/pdf,-1,2021-02-17T14:43:47.231+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005957.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0408d6ff43324fbf41dd95d329e0c57bcce8ec460dfe7ff4ce3f44f618d69ce321ec59e5d23e8eded5d83af548736c66/6b2bf68f00b786d675549aec5db4957cc855af6dd8e875ec7c11900915153dfd6dc5d1b6564a78540ad74f20de440c76,0408d6ff43324fbf41dd95d329e0c57bcce8ec460dfe7ff4ce3f44f618d69ce321ec59e5d23e8eded5d83af548736c66,6b2bf68f00b786d675549aec5db4957cc855af6dd8e875ec7c11900915153dfd6dc5d1b6564a78540ad74f20de440c76,33,application/pdf,-1,2021-02-17T14:44:03.180+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00002044.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/04171626ac8f9a164c030531a0add960ac2acc9623e6dac9227dc38cf15775958e14dcee74acf2ab70bc8733e274161a/008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,04171626ac8f9a164c030531a0add960ac2acc9623e6dac9227dc38cf15775958e14dcee74acf2ab70bc8733e274161a,008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,34,application/pdf,-1,2021-02-17T14:43:47.536+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005957.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/044d410156485f84fc82a1610481914287707c7363c965f5b98d54e85e89ddcd8e2f2d00b5f238dc36615d7cc6e2777c/e6e3ec94b06b3d99b6e9e371f5acd8ab434bf0163270398e75220172a479112a11191b04120d5130771f0ee4c6ab9d51,044d410156485f84fc82a1610481914287707c7363c965f5b98d54e85e89ddcd8e2f2d00b5f238dc36615d7cc6e2777c,e6e3ec94b06b3d99b6e9e371f5acd8ab434bf0163270398e75220172a479112a11191b04120d5130771f0ee4c6ab9d51,35,application/pdf,-1,2021-02-17T14:44:45.240+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00002384.eml
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/0453eb4b3c87ce26777cafe2765791d80bac21b7f3b4b1cf39e97c6e4862f2f3e373293521e4fe14ad2cf7eaa48668e7/0453eb4b3c87ce26777cafe2765791d80bac21b7f3b4b1cf39e97c6e4862f2f3e373293521e4fe14ad2cf7eaa48668e7,0453eb4b3c87ce26777cafe2765791d80bac21b7f3b4b1cf39e97c6e4862f2f3e373293521e4fe14ad2cf7eaa48668e7,0453eb4b3c87ce26777cafe2765791d80bac21b7f3b4b1cf39e97c6e4862f2f3e373293521e4fe14ad2cf7eaa48668e7,36,application/pdf,24770,2021-02-17T14:42:56.096+01:00,/home/pirhoo/Datashare/10ML/gemplus/Press G+/Gemplus new CEO.pdf
"contentType:""application/pdf""",http://localhost:8080/#/d/local-datashare/046076446ed44a3badff391ea0b3019ac6f1f1315ce69982d2ed7ead1d4f5c08af10d7ce03fd804a9e7d83d526657639/008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,046076446ed44a3badff391ea0b3019ac6f1f1315ce69982d2ed7ead1d4f5c08af10d7ce03fd804a9e7d83d526657639,008ace52631cfae93acd2c970f53c9c9f898f13ff925e7f4ef1d6f61c2348e6d40218d6586c96ccc85f85cc37f532a28,37,application/pdf,-1,2021-02-17T14:43:47.207+01:00,/home/pirhoo/Datashare/10ML/cedric.o@en-marche.fr/00005957.eml
